review,sentiment
"This is possibly the best short crime drama I've ever seen. The acting is superb especially Amanda Burton who's character goes from scary to sweet to disturbing to sad and then some...She does an amazing job balancing Rachels/Carlas feelings and acting out the pain of someone who's lost a child, its so believable that it feels more like a real life story then a drama. The other actors are of course great too which they usually are in British TV/Film. The ending,which I'm not going to give away,is fantastic mainly because you don't really get one... (you'll get what I mean after you've seen it) This is well worth buying and seeing over and over again and if you're not touched by this you're one cold hearted person.",positive
"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",positive
"If the screenwriter and director intended to open hearts with the movie as the musician wanted to do with his music, they succeeded with me. Commonplace human situations became original, personal and immediate so that I personally felt touched by each situation. I believe I would credit the power of music combined with the point of view of the person writing the movie. Without spoiling, I can say that I was very moved by the movie's approach to living. Haven't actually cried out of-what- joy? empathy? just deep emotion? in a very long time. I would love to find a way to show it to others. Saw it at Seattle International Film Festival.",positive
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.<br /><br />At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.<br /><br />This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.<br /><br />The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.<br /><br />All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.",negative
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"One of the funniest, most romantic, and most musical movies ever; definitely worth renting/buying especially if you have a taste for older style of cinematography.<br /><br /> The animals and the songs alone will make you smile while watching the movie. A definite must for Madonna fans. :o)",positive
"Wonderful family film that should be a staple at Christmas time. It's a mystery to me why it isn't. A true lost film that I first encountered, flickering away on my old 19"" black and white RCA, when the Million Dollar Movie was still in vogue on Channel 9 in New York City. This Rudolph Mate directed fantasy should be nestled under everyone's Christmas tree. But it has never been released on home video. Too bad. I believe I saw part of it on AMC a few years ago, before they cut many of their older films from the rotation. TCM should take up the slack and play it at Easter or on Christmas Eve. Any movie with Santa, Aunt Bee, the Hostess Cupcake Lady, and an actor with the first name King, can't be bad. Ann Blyth as ""Sally"" is a bundle of energy. During her school years, she rushes over to the chapel to pray for St. Ann to help and give guidance to her mixed-up and financially strapped family. It works. So, after she graduates, she places a statue of St. Ann in her own bedroom. At one point the entire O'Moyne residence is moved to another address. I think this was done to put an end to a neighbor dispute between the O'Moynes and the dastardly fellow next door. Blyth is cute as a button. Edmund Gwen can play the reclusive grandfather in his sleep. All-in-all, this is a satisfying movie experience.",positive
"This movie was incredible. I would recommend it to anyone, much better than what I had already anticipated. It was definitely a heart-wrenching spectacular movie. It is an amazing story, with amazing actors and creators. Definitely another great movie with Denzel Washington. (shouldn't surprise anyone) Derek Luke did a wonderful job as well.",positive
"OK - you want to test somebody on how comfortable they are with their adolescence and the embarrassing and maniacal changes therin - then get their immediate reaction from watching this uproarious doc about kids making socially relevant horror flicks in the suburban 80's. More than any movie I has ever seen, the film deals with burdening sexuality and ego in a way that is completely human, never dull, and flushed in the kind of inherent goodness of youth that is discolored by the fear-frenzied adult world where any quirk in youth is accredited to anything from insanity to perversion. Mini-mogul Darren Stien seems to be reaching for a deeper understanding of his triumphs and misgivings as the patriarch of strict kid's world. What he finds in himself and others isn't always pretty - but shows how one can improve and reconcile with age. What does change mean without reflection. I love this movie.",positive
"I and my brother are very big Asian movie fans, so when finding this movie hidden in a shop, I bought this one on DVD, because it sounded very promising and I couldn't wait to watch it. So I watched this movie with my brother and I must say, in the beginning it was very promising. Both of us really loved this brutal ball scene in the first scene. But i guess that was all. There are some interesting fights, but it is not a action movie, as it claims to be. Instead it's a love movie... with the cliché of love so extremely played over the top, even Shakespeare would vomit on this title. Sorry for my language. By the way: The characters act like being picked up from the street and given 100 for playing in this movie.<br /><br />Well, I and my brother watched it to the end, because we thought, it can only become better. But, heck, it never did. This movie challenged place #1 on my and my brothers ""worst movies ever seen""-list, only followed by ""Fantasy mission force"" - do not watch this either.",negative
"I am writing this with 10 minutes left before the film finishes. I feel comfortable writing it now, because unfortunately I know exactly how this film is going to end.<br /><br />The premise is simple enough, rabid dog on the loose in a small town, kills people. Great - simple plot for a good fun camp 80s horror.<br /><br />Uhh ..no.<br /><br />The main problem is this is based on a book (Stephen King) and you can tell that is should not have really been adapted to film, at least not with the same plot. Why? Cuz its boring! The first 45 minutes tries to build depth to its main characters and create suspense. It however lasts too long (half the film!) - the characters are unlikeable and we never care for them anyway, and it just about creates zero suspense. The easiest film (according to plot and time) to compare this to it the classic Jaws. Everything that Jaws does right, Cujo does wrong. Jaws created good characters and a genuine feeling of dread. Cujo does neither. Jaws effectively creates a scary, creepy villain in its shark. Cujo has a dirty St Bernard running about growling and jumping, and not a lot else. Jaws is exciting and unpredictable. Cujo is a tireless bore that remains predictable right to the end.<br /><br />Also confusing is the plethora of subplots that just act as boring red herrings to the films main plot.<br /><br />If this film was rewritten for the big screen and had a better director this could have been good. But it wasn't. It was a waste of 90 minutes of my life.<br /><br />People on here are saying this is one of the best King adaptations - Im sorry you could not be more wrong. The Mist is a hundred times better, Thinner is 10 times better and even the one with the cats is twice as good! This in my opinion is one of the worst! The only good thing was the action scenes with the dog looked real, even though they were dull.<br /><br />Films ended now, and it didn't get any better. Avoid.",negative
"I have seen previous movies from Cédric Klapisch, and therefore expected a quality movie with psychological depth. Having been an Erasmus student myself and having visited several friends studying abroad, I know very well what it means to spend some time abroad and mix with different cultures at the same time. Yes, it is great fun! Because of that I thought I should not miss this movie. Unfortunately I was disappointed to find that L'Auberge Espagnol fails to satisfy in many ways: the characters are stereotyped, the events are trite and the story is shallow. Although there are quite a few familiar situations, they are irritatingly cliché and do not go beyond the trivial events. This made the movie uninteresting to watch, and gave me a strong ""been-there-done-that-don't-you-have-anything-to-add?"" feeling. Apart from that, the movie lacks a firm story. It sometimes looks more like a documentary or 'real-life' show than a seriously made movie.<br /><br />However, I can imagine that if you haven't studied or travelled abroad, this might be fun to watch.",negative
"I'm a large scarred heterosexual male ex-bouncer, ex-rugby player, and ex-boxer, and I love this movie.<br /><br />It's no ""Mystic River."" It's a piece of fluff. But there is room in life for fluff, and when that fluff is engagingly shot, well-acted by attractive, likable people, cleverly plotted and full of good dialogue, there's even more room for it.<br /><br />I'm not the biggest Tom Selleck fan. But he's good in this. So are Julianne Nicholson (love her bald head and freckles), Ellen Degeneres, Kate Capshaw and even Tom Everett Scott (That Thing You Do!).<br /><br />The scenery is nice, the mood is upbeat, there's heartache and wistfulness and farce and even a little redemption.<br /><br />Any (male) reviewer who disses this movie is, shall we say, not perfectly confident in his masculinity. In the meantime I'll continue to catch bits and pieces of it without apology whenever it shows up on cable.",positive
"The movie is good and I think Tiffany Amber is very beautiful. I liked the movie. Can anyone tell me how I can get hold of the songs from this movie? Even the soundtrack will do. If that's not possible, can I at least get the names of the songs with their respective singers? I tried to look up amazon.com but its not there. I tried CD baby, not there either. I browsed through Google to get some details but there weren't any. I would appreciate it if someone could give me the answer to my question. I know that the songs belong to Country Music and is sung by a country artist. I just need the title names along with the singer. I would recommend this movie or rather the songs to any country loving person.",positive
"THE MAN IN THE WHITE SUIT, like I'M ALL RIGHT JACK, takes a dim view of both labor and capital. Alec Guinness is a scientific genius - but an eccentric one (he has never gotten his university degree due to an...err...accident in a college laboratory). He manages to push himself into various industrial labs in the textile industry. When the film begins he is in Michael Gough's company, and Gough (in a memorable moment) is trying to impress his would-be father-in-law (Cecil Parker) by showing him the ship-shape firm he runs. While having lunch with Parker and Parker's daughter (Joan Greenwood), Gough gets a message regarding some problems about the lab's unexpectedly large budget problems. He reads the huge expenditures (due to Guinness's experiments), and chokes on his coffee.<br /><br />Guinness goes on to work at Parker's firm, and repeats the same tricks he did with Gough - but Parker discovers it too. Greenwood has discovered what Guinness is working on, and convinces Parker to continue the experiments (but now legally). The result: Guinness and his assistant has apparently figured out how to make an artificial fiber that can constantly change the electronic bonds within it's molecular structure so that (for all intents and purposes) the fiber will remain in tact for good. Any textile made from it will never fade, get dirty, or wear out - it will last forever.<br /><br />Guinness has support from a female shop steward, but not her chief. He sees Guinness as selling out to the rich. But when he explains to them what he's done, they turn against him. If everyone has clothes that will last forever then they will not need new clothes! Soon Parkers' fellow textile tycoons (led by Gough, Ernest Theisinger - in a wonderful performance, and Howard Marion-Crawford) are equally panic stricken by what may end their businesses. They seek to suppress the invention. With only Greenwood in his corner (although Parker sort of sympathizes with him), Guinness tries to get the news of his discovery to the public.<br /><br />In the end, Guinness is defeated by science as well as greed. But he ends the film seeing the error in his calculations, and we guess that one day he may still pull off his discovery after all.<br /><br />It's a brilliant comedy. But is the argument for suppression valid? At one point the difficulties of making the textile are shown (you have to heat the threads to a high temperature to actually enable the ends of the material to be united. There is nothing that shows the cloth will stretch if the owner gets fat (or contract if the owner gets thin). Are we to believe that people only would want one set of clothing for ever? What happened to fashion changes and new styles? And the cloth is only made in the color white (making Guinness look like a white knight). We are told that color dye would have to be added earlier in the process. Wouldn't that have an effect on the chemical reactions that maintain the structure of the textile? <br /><br />Alas this is not a science paper, but a film about the hypocrisies of labor and capital in modern industry. As such it is brilliant. But those questions I mention keep bothering me about the validity of suppressing Guinness' invention",positive
"USA The Movie is like this: You take a nap on a long hot Sunday afternoon. It feels great to close your eyes and let your worries drift away. Soon you're lost in one of those intense lucid dreams where you know you're dreaming but you still can't wake up--not that you want to. You go with the flow, and soon you're in a kind of weird Alice in Wonderland story complete with characters you didn't think you could dream up. They're telling you all kinds of crazy stuff about war and peace while taking you through a trip into the past and even the future. <br /><br />The dream starts to get heavier and you feel like it's going down a path you can't control. Maybe you want to wake up so you try to open your eyes but you can''t . Now there's destruction and sadness and confusion and scary voices telling you what could be truth or could be lies. You're seeing images that flicker and change and then get clear, but do you even want to see what you're brain is creating for you? <br /><br />Finally you're lost in a myth world and you realize the end has come. The end of the world and the end of the dream. It's over. What do you wake up to? What do you do next? <br /><br />Maybe you'll write down that dream because you know dreams like don't happen too often-- and when they do you better pay attention. <br /><br />Or maybe you'll crack a beer and forget the whole thing. Bad idea. Don't forget.",positive
"I am a massive fan of the book and Orwell is certainly my favourite writer ever since studying Animal Farm at GCSE. I bought the DVD out of sheer curiosity, Burton is an actor I hold in high regard so when I heard that he played the role of O'Brien I was swung.<br /><br />I watched the trailer on the DVD first and some fears started to set in, mostly regarding the frankly terrible ""Theme song"", hearing the Eurythmics mechanically shouting ""1984!"" over and over again to an electronic beat is as bad as it sounds.<br /><br />The acting on a whole is pretty good, Burton and Hurt play their roles well and the tension that exists in the Ministry of Truth towards the end can be felt, especially in the harrowing Room 101 scene. However this is also where the movie is let down. The movie spends too much time focusing on the Love affair between Winston and Julia, which frankly isn't what Orwell was writing about. He was writing about a harrowing future, about how Ingsoc build up a mans beliefs and then shatter them all in the name of him being made to love Big Brother. The movie skips over what is essentially the most important part of the book, Winstons coming to terms with his position in life and the world, and his re-education via O'Brien.<br /><br />The comment on IMDb at the moment states that the movie sticks to the book is completely incorrect. Julia is not present when Winston visits O'Brien, they do not commit themselves to Goldstien's Brotherhood and confess their crimes. There is no obvious mention of the initial instances where Winston finds the article with the Unpersons but it does get mentioned near the end, if you have not read the book it is completely confusing.<br /><br />A terrible screenplay, which some excellent acting cannot rescue. Michael Radford seems to have completely missed the point Orwell was trying to make, and the electronica sound track is frankly terrible.",negative
"I think its time for Seagal to go quietly into the night. What I have just seen makes all his direct to video releases in the last few years look like his early 90's smash hits in comparison.<br /><br />A secret bio lab is making a new kind of drug that jacks up a human's adrenaline system to the point where they become psychopathic killers or something. Somehow Seagal is supposed to stop the infection or its the end of the world...or something. Seagal also went through hit squads like jellybeans, every time I look up he was commanding a new face so it kinda got hard to follow character development as well I know Steven's athsma prevent him from yelling at the top of his lungs but even so why is he constantly being dubbed by people who sound nothing like him? Usually the films plot and action sequences can save it from being a total waste of time but this was not even close. Like I said, it was more of a horror movie with a lot of blood and shank stabbing rather than straight up fighting. The problem was it wasn't really scary and Seagal looked completely out of place because the infected people were supposed to have speed of light movement yet the 40 year old 280 lb Seagal killed them all singlehandedly? I guess the lone highlight of the movie was the first 20 minutes where the new recruits ask Seagal to come to the strip club with them.<br /><br />2 out of 10",negative
"A man named Jerry comes into possession of an ancient Aztec doll.However this creepy little figure is possessed by an evil spirit,which takes over Jerry's body and pushes him to spill the blood...I have seen two other horror movies ""The Dorm that Dripped Blood"" and ""The Kindred"" made by Stephen Carpenter and Jeffrey Obrow and I must say that ""The Power"" doesn't disappoint either.The plot is slow-moving,but there are some effective human goo effects and a little bit of gore.The scene of a female tabloid reporter being attacked by arms that come ripping out of a mattress is a hoot.I liked this low-budget horror movie and you should too,if you are into 80's horror genre.8 out of 10.",positive
"I saw the trailer for this film before watching Titanic, and I must admit that it whetted my appetite. Volcano seemed to be quite spectacular and full of promise. But what a damp squib. Corny is not the word for the script, and the characterizations are often ludicrous. The stupid daughter is just beyond belief - she is supposed to be 13 not 4. But then the scientists,firemen and peripheral characters don't offer any more. This movie ranks just in front of Cruise II and Twister, but only because those 2 films are completely appalling. This does have some reasonable effects, but overall its a 1 out of 10. Don't waste your time",negative
"I'll make this brief. This was a joy to watch. It may or may not have been more effective if the characters had resembled their real life counterparts, but aside from this minor observation I found the fantasy animal characters to be most enjoyable. The visuals were most stunning except for the second-rate CG scenes, which could have been left out. I dislike computer generated animation anyways, it defeats the purpose of a biopic such as this one. Watch it, you will appreciate it too!",positive
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",negative
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",positive
"Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the theater. Even its most strident supporters seem to agree that audiences can be split right up the middle in their appreciation of this unique film.<br /><br />Unlike most HK actioners, the battle scenes are curiously kept at a distance. When they do happen, they're rendered in a jerky style in which it's difficult to make out exactly what's occurring on screen. The dramatic scenes can be extravagantly beautiful, with the of Maggie Cheung, Brigitte Lin, and a roll-call of HK's top acting talent chewing up the scenery. As with some of Wong Kar-wai's early work, the dialog could be more precise. <br /><br />In short, The Ashes of Time requires a forgiving attitude. Released around the same time as Wong Kar-wai's spectacularly successful Chungking Express, it's clear that the director isn't as confident working with the elements of the martial arts film. Anyone looking for tense action is likely to be disappointed. But those intrigued by the director's aesthetic will likely find this a unique experience at the very least.",negative
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"The Shining, you know what's weird about this movie? This is the movie that everyone, for people who claim to not like horror films, will always say that The Shining is a terrific film. This is Stanley Kubrick's classic vision of Stephen King's horror tale of madness and blood. This is just an incredible film and wither you have seen it or not, you have heard of it, know a few lines from it, and know some of the classic images. Who could forget Jack's ""Here's Johnny!""? Who could forget ""All Work and No Play Make Jack a Dull Boy""? Who could forget that chilling ending? This is the film that is unforgettable and honestly in my opinion is Kubrick's best work. I know there is a lot of argument in that department, a lot of people say it's 2001: A Space Odyssey or Clockwork Orange or even Dr. Strangelove, but if those film pioneered film making, then The Shining perfected it. This is the tale of isolation, madness, terrifying images, and the ultimate ghost story that will crawl underneath your skin. <br /><br />Jack Torrance, Jack's son Danny, and Jack's wife, Wendy arrive at the Overlook Hotel on closing day. The elderly African-American chef, Dick Hallorann, surprises Danny by speaking to him telepathically and offering him some ice cream. He explains to Danny that he and his grandmother shared the gift; they called the communication ""shining."" Danny asks if there is anything to be afraid of in the hotel, particularly Room 237. Dick tells Danny that the hotel has a certain ""shine"" to it and many memories, not all of them good, and advises him to stay out of room 237 under all circumstances. Danny's curiosity about Room 237 finally gets the better of him when he sees the room has been opened. Danny shows up injured and visibly traumatized after Jack tells Wendy that he loves his family. Seeing this, Wendy thinks Jack has been abusing Danny. Jack wanders into the hotel's Gold Room where he meets a ghostly bartender named Lloyd. Danny starts calling out the word ""redrum"" frantically, and scribbling it on walls. He goes into a trance, and withdraws; he now says that he is Tony, his own ""imaginary friend."" Jack sabotages the hotel radio, cutting off communication from the outside world, but Hallorann has received Danny's telepathic cry for help and is on his way. Wendy discovers that Jack has been typing endless pages of manuscript repeating ""All work and no play makes Jack a dull boy"" formatted in various ways. Horrified, Jack threatens her and she knocks him unconscious with a baseball bat, locking him in a storage locker in the kitchen. Jack converses with Grady through the door of the locker, which then unlocks releasing him. Danny has written ""REDRUM"" in lipstick on the door of Wendy's bedroom. When she looks in the mirror, she sees that it is ""Murder"" spelled backwards. Jack picks up an axe and begins to chop through the door leading to his family's living quarters. ""Here's Johnny!"", and Jack's legendary image is born.<br /><br />The Shining is one of those films that you seriously have to make time to see, this is an incredible film and still gives me nightmares. Jack Nicholson's performance is timeless and unforgettable. But one I also feel is extremely overlooked is Shelley Duvall, her scene of finding Jack's rant All Work is incredible, that's a look of horror and you can see that fear in her face after realizing her husband is mad. Also another incredible scene is when Jack sees a ghost woman in the bathtub, it's honestly one of the most terrifying scenes in horror cinema. The reason this film is so well known is because it's a film of perfection, it's been on The Simpsons, it's been shown in other films and it's a film that will forever stay with you when you see it, trust me.<br /><br />10/10",positive
"""Ice Age"" is one of the cartoon movies ever produced by Blue Sky Studios and released in 2002 as the company's first. We are introduced to the main characters: a squirrel named Scrat (voiced by Chris Wedge, AND PLEASE NOTE: the sound of Scrat's screams is the sound of Tom's screams from the ""Tom and Jerry"" cartoons), a woolly mammoth named Manny (voiced by Ray Romano of ""Everybody Loves Raymond""), a sloth named Sid (voiced by John Leguizamo of ""Titan A. E.""), and a saber toothed tiger named Diego (voiced by Denis Leary of Pixar's ""A Bug's Life"").<br /><br />The movie opens with Scrat trying to bury an acorn and right after that, he caused an avalanche. We then see a herd going south for the coming Ice Age (except for Manny, who is going the other way looking for other mammoths that looked like him). Sid comes out of his cave yawning, and saw that his family abandoned him. He then pays toll with some aardvarks. Unfortunately, he gets pursued by Sylvia (voiced by Kirsten Johnston of ""3rd Rock from the Sun""), a female orange sloth, who wants Sid to go migrating with her. Sid eventually teams up with Manny, and they became friends.<br /><br />Meanwhile, nearby a human tribe, Soto (voiced by Goran Visnjic), an evil saber toothed tiger, wants revenge against the tribe's leader for wiping out half of his pack just by stealing his infant son, Roshan, away from him. In the morning, he, Diego, and Soto's henchmen, Lenny (voiced by Alan Tudyk), Oscar (voiced by Diedrich Bader), and Zeke (voiced by Jack Black) attacked the tribe, but the leader's wife escaped with Roshan and gave him to Manny and Sid to look after. Eventually, Diego joins them, and went on a journey to return Roshan back to his tribe, who are also looking for him as well. Relax and watch the rest of the movie and find out, okay? Besides Manny, Sid, Diego, Scrat, Sylvia, and Roshan, the supporting characters in there including a pack of wolves that Roshan's tribe are using, and not to mention a fat female purple sloth named Jennifer (voiced by Jane Krakowski), and a skinny female yellow sloth named Rachel (voiced by Lorri Bagley), to whom Sid shows them Roshan as they relax in a tar pit. Incidentally, the two rhinos, Carl (voiced by Cedric The Entertainer of PDI's ""Madagascar""), and Frank (voiced by Stephen Root of Pixar's ""Finding Nemo""), who go after Sid for ruining their meal and confront Manny on a cliff, are simple minor characters. Same went for the dodos, who are using melons as their food supply.<br /><br />The gags in this movie are very funny. For instance, Manny talks through his trunk saying, ""I'M NOT GOING!"" When Jennifer and Rachel are out of the tar pit, Sid asks Jennifer ""What do you say if we jump into the gene pool and see what happens?"" Jennifer then responds to him, ""What do you say if you go jump into the TAR PIT!?"" Rachel also then kicks Sid in the waist. Sylvia sees Diego holding Sid by the neck with his teeth, then she asks Sid if he's holding his breath, tells Diego to eat him, and promptly walks off.<br /><br />Since ""Ice Age"" is not only a success, but it has 2 sequels: the first one was ""Ice Age: The Meltdown"", which was released in 2006, and the other was ""Ice Age: Dawn of the Dinosaurs"", which is going to be releasing next year. I can hardly die waiting to see what ""Ice Age: Dawn of the Dinosaurs"" will be like.",positive
"These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn't so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion but i think these guys should stop now before they humiliate themselves anymore than they have already.",negative
"Johny To makes here one of his best style exercises, making a strong film with a good Yakuza's story. The election of the new Yakuza's boss is the beginning of a war inside the organization.<br /><br />In my opinion the violence is wise used in the context, making a very strong gangs film. I specially love the way he tells the history, moving around all the roles inside the Yakuza's family, and making that we see the violence, like the only way they have to solve their problems...<br /><br />Talking about, the technical aspects, the film is a good example of paused, rythmic and planified way of shooting a film. One of the Hong Kong Films of the year. Is like Infernal affairs, but without the easy action-violence scenes, and the confused storyline. Strongly recommended to all Asian films lovers.<br /><br />(sorry for my English, better do in Spanish lol)",positive
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"The script for ""Scary Movie 2"" just wasn't ready to go. This is a problem with the film that is blatantly evident, to the actors and the audience alike. Director Keenan Ivory Wayans, and many of the actors are funny people; and so the movie isn't completely humorless. To their credit, the film has several funny moments. But as a whole, ""Scary Movie 2"" is not even close to being as clever and amusing as the original.<br /><br />The first ""Scary Movie"" was a laugh a minute film. It turned the smallest subtleties of the slasher film genre into comedic gold. The humor in ""Scary Movie 2"" is as heavy handed as it is un-original. They even miss obvious opportunities for parody. Two of the movies stars are former cast members of ""Beverly Hills 90210,"" and this was a show that was begging to be parodied! In the final analysis, ""Scary Movie 2"" is like a fine bottle of wine that was opened far too soon. The script needed a lot more time to age. 2 stars out of 5.",negative
"This is a great example of a good, dumb movie. No, it is not high art by any means. Nor is the script anywhere close to a Woody Allen or Mel Brooks. BUT SO WHAT! The Killer Tomatoes series (four movies and a cartoon series) are basically good-natured romps gleefully trampling on the kind of territory the Zuckers ruled before they switched to making serious flicks.<br /><br />As the title suggests, this fourth installment of the Killer Tomatoes trilogy deals with the Killer Tomatoes plot against France. In this case, Professor Gangrene (John Astin's 3rd time in the role) has a plan to rule France through an ancient prophecy about the return of the rightful King of France. Steve Lundquist returns as Igor, a humanoid tomato who wants to be a sportscaster and who just happens to be a dead ringer for the long-lost true King of France. Obviously he also plays the aforementioned l-l t K of F, happily skewering the French language.<br /><br />Opposing them is the fearless Fuzzy Tomato (like the others, FT was introduced in the second film and would be a main character in the cartoon) and his human allies. Mark Price, recently unemployed as a result of the conclusion of the FAMILY TIES series, plays a thinly disguised version of himself, passing himself as ""Michael J Fox"" as a way to win the girl of his dreams. And Angela Visser is a dream as Marie, gleefully bouncing between unabashed virginal sexuality and borderline psychosis. Oh that the former Miss Netherlands had had more of a film career! Another returning member of the Killer Tomatoes stock company is Rick Rockwell (now best known as the hapless title subject of ""Who Wants to Marry a Millionaire?""). Like co-creator John De Bello, Rockwell works both in front of and behind the camera in this series.<br /><br />What can you say about Jon De Bello? Not much, really, except that he had a singular vision and managed to pull it off and, having done that, has apparently dropped into obscurity. John, if you ever see this, thanks for giving us the Killer Tomatoes.<br /><br />The script is heavily but not obnoxiously aware that this is just a movie. Like RETURN OF THE KILLER TOMATOES, the action occasionally veers off the set and into the middle of the film crew. And Mark Price has a funny forum to complain about his own lack of success compared to his former costar Michael J Fox. This is the biggest budgeted of all the Killer Tomatoes flicks and is a nice send-off to the series. Okay, the show then moved to Fox Kids as a cartoon series (which was also quite clever), but cartoons just aren't the same.",positive
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
